effective_date,symbol
2020-07-31,THERMAX
2020-07-31,THIRU
2020-07-31,THYROCARE
2020-07-31,TIINDIA
2020-07-31,TIMETECHNO
2020-07-31,TIMEX
2020-07-31,TIMKEN
2020-07-31,TITAN
2020-07-31,TMCV
2020-07-31,TORNTPHARM
2020-07-31,TORNTPOWER
2020-07-31,TRANSPEK
2020-07-31,TRENT
2020-07-31,TRIDENT
2020-07-31,TTKPRESTIG
2020-07-31,TVTODAY
2020-07-31,UBL
2020-07-31,UCALFUEL
2020-07-31,UFLEX
2020-07-31,UJJIVAN
2020-07-31,ULTRACEMCO
2020-07-31,UNIONBANK
2020-07-31,UNOMINDA
2020-07-31,URBANCO
2020-07-31,VARROC
2020-07-31,VARUN
2020-07-31,VBL
2020-07-31,VENKEYS
2020-07-31,VESUVIUS
2020-07-31,VISHAL
2020-07-31,VMART
2020-07-31,VOLTAS
2020-07-31,VTL
2020-07-31,WELENT
2020-07-31,WESTLIFE
2020-07-31,WIDIA
2020-07-31,WIMCO
2020-07-31,WINDMACH
2020-07-31,WIPRO
2020-07-31,WOCKPHARMA
2020-07-31,WSI
2020-07-31,WSTCSTPAPR
2020-07-31,ZENSARTECH
2020-07-31,ZYDUSWELL
2020-09-14,3MINDIA
2020-09-14,AARTIIND
2020-09-14,AAVAS
2020-09-14,ABB
2020-09-14,ABBOTINDIA
2020-09-14,ABCAPITAL
2020-09-14,ABREL
2020-09-14,ACC
2020-09-14,ADANIENSOL
2020-09-14,ADANIPOWER
2020-09-14,ADVENZYMES
2020-09-14,AEGISLOG
2020-09-14,AFFLE
2020-09-14,AGCNETWO
2020-09-14,AIAENG
2020-09-14,AKZOINDIA
2020-09-14,ALKEM
2020-09-14,ALLCARGO
2020-09-14,ALTOS
2020-09-14,AMBALAL
2020-09-14,AMBER
2020-09-14,AMBUJACEM
2020-09-14,APLAPOLLO
2020-09-14,APOLLOHOSP
2020-09-14,APOLLOTYRE
2020-09-14,APPAPER
2020-09-14,APPLE
2020-09-14,ARVIND
2020-09-14,ASHOKLEY
2020-09-14,ASIANPAINT
2020-09-14,ASTERDM
2020-09-14,ASTRAZENCA
2020-09-14,ATGL
2020-09-14,ATUL
2020-09-14,ATULAUTO
2020-09-14,AUBANK
2020-09-14,AVANTIFEED
2020-09-14,AVERY
2020-09-14,AXISBANK
2020-09-14,BAJAJ
2020-09-14,BAJAJ-AUTO
2020-09-14,BAJAJHLDNG
2020-09-14,BAJFINANCE
2020-09-14,BALMLAWRIE
2020-09-14,BALRAMCHIN
2020-09-14,BANKBARODA
2020-09-14,BASF
2020-09-14,BATAINDIA
2020-09-14,BAYERCROP
2020-09-14,BBTC
2020-09-14,BDL
2020-09-14,BEL
2020-09-14,BEML
2020-09-14,BERGEPAINT
2020-09-14,BHARATFORG
2020-09-14,BHARATRAS
2020-09-14,BHARTIARTL
2020-09-14,BHEL
2020-09-14,BI
2020-09-14,BIOCON
2020-09-14,BIRLACORPN
2020-09-14,BLISSGVS
2020-09-14,BLUEDART
2020-09-14,BLUESTARCO
2020-09-14,BOMDYEING
2020-09-14,BOSCH-HCIL
2020-09-14,BOSCHLTD
2020-09-14,BPCL
2020-09-14,BRIGADE
2020-09-14,BRITANNIA
2020-09-14,BSE
2020-09-14,BSOFT
2020-09-14,CABLE
2020-09-14,CANBK
2020-09-14,CANFINHOME
2020-09-14,CAPLIN
2020-09-14,CASTROLIND
2020-09-14,CCL
2020-09-14,CDSL
2020-09-14,CEATLTD
2020-09-14,CENTRALBK
2020-09-14,CENTURYTEX
2020-09-14,CERA
2020-09-14,CESC
2020-09-14,CGCL
2020-09-14,CHAMBLFERT
2020-09-14,CHEMINOR
2020-09-14,CHENNPETRO
2020-09-14,CHETTINAD
2020-09-14,CHOLAFIN
2020-09-14,CHOLAHLDNG
2020-09-14,CIPLA
2020-09-14,CMC
2020-09-14,COALINDIA
2020-09-14,COCHINSHIP
2020-09-14,COFORGE
2020-09-14,COLPAL
2020-09-14,CONCOR
2020-09-14,CONSOFINVT
2020-09-14,COROMANDEL
2020-09-14,CREDITACC
2020-09-14,CRISIL
2020-09-14,CROMPTON
2020-09-14,CSBBANK
2020-09-14,CUB
2020-09-14,CUMMINSIND
2020-09-14,CYBERTECH
2020-09-14,DABUR
2020-09-14,DALMIASUG
2020-09-14,DBCORP
2020-09-14,DBL
2020-09-14,DCAL
2020-09-14,DCLPOLYE
2020-09-14,DCW
2020-09-14,DEEPAKFERT
2020-09-14,DEEPAKNTR
2020-09-14,DHAMPURSUG
2020-09-14,DICIND
2020-09-14,DIGJAMLMTD
2020-09-14,DISHTV
2020-09-14,DLF
2020-09-14,DMART
2020-09-14,DRREDDY
2020-09-14,DSQSOFTW
2020-09-14,ECLERX
2020-09-14,EICHERMOT
2020-09-14,EIDPARRY
2020-09-14,EIHOTEL
2020-09-14,ELECON
2020-09-14,ELGIEQUIP
2020-09-14,ELGIRUBCO
2020-09-14,ENDURANCE
2020-09-14,ENERGY
2020-09-14,ENGINERSIN
2020-09-14,ERIS
2020-09-14,ESABINDIA
2020-09-14,ESCORTS
2020-09-14,ESSAR
2020-09-14,EXCELINDUS
2020-09-14,EXIDEIND
2020-09-14,FACT
2020-09-14,FDC
2020-09-14,FEDERALBNK
2020-09-14,FINCABLES
2020-09-14,FLUOROCHEM
2020-09-14,FORTIS
2020-09-14,FOSECOIND
2020-09-14,FULFORD
2020-09-14,GAEL
2020-09-14,GAIL
2020-09-14,GALAXYSURF
2020-09-14,GANESHBE
2020-09-14,GARDEN
2020-09-14,GARWARE
2020-09-14,GESHIP
2020-09-14,GHCL
2020-09-14,GICRE
2020-09-14,GILLETTE
2020-09-14,GLAXO
2020-09-14,GLENMARK
2020-09-14,GLFL
2020-09-14,GMDCLTD
2020-09-14,GMMPFAUDLR
2020-09-14,GNFC
2020-09-14,GODFRYPHLP
2020-09-14,GODREJAGRO
2020-09-14,GODREJCP
2020-09-14,GODREJIND
2020-09-14,GOKEX
2020-09-14,GOODRICKE
2020-09-14,GOODYEAR
2020-09-14,GPPL
2020-09-14,GRANULES
2020-09-14,GRAPHITE
2020-09-14,GRASIM
2020-09-14,GREAVESCOT
2020-09-14,GRINDWELL
2020-09-14,GSFC
2020-09-14,GSPL
2020-09-14,GUJALKALI
2020-09-14,GUJGASLTD
2020-09-14,GVT&D
2020-09-14,HAL
2020-09-14,HARRMALAYA
2020-09-14,HATHWAY
2020-09-14,HATSUN
2020-09-14,HAVELLS
2020-09-14,HCLTECH
2020-09-14,HDFC
2020-09-14,HDFCAMC
2020-09-14,HDFCBANK
2020-09-14,HDFCLIFE
2020-09-14,HEALTHCARE
2020-09-14,HEG
2020-09-14,HEIDELBERG
2020-09-14,HERBERTS
2020-09-14,HERITGFOOD
2020-09-14,HEROMOTOCO
2020-09-14,HEXT
2020-09-14,HIMACHAL
2020-09-14,HIMATSEIDE
2020-09-14,HINDALCO
2020-09-14,HINDCOPPER
2020-09-14,HINDPETRO
2020-09-14,HINDSYNTEX
2020-09-14,HINDUNILVR
2020-09-14,HINDUSTAN
2020-09-14,HINDZINC
2020-09-14,HOGANAS
2020-09-14,HONAUT
2020-09-14,HSCL
2020-09-14,HUBTOWN
2020-09-14,IBREALEST
2020-09-14,IBVENTURES
2020-09-14,ICICI
2020-09-14,ICICIBANK
2020-09-14,ICICIGI
2020-09-14,ICICIPRULI
2020-09-14,ICRA
2020-09-14,IDBI
2020-09-14,IDFCFIRSTB
2020-09-14,IFBIND
2020-09-14,IFCI
2020-09-14,IGL
2020-09-14,IIFL
2020-09-14,INDHOTEL
2020-09-14,INDIACEM
2020-09-14,INDIAGLYCO
2020-09-14,INDIAMART
2020-09-14,INDIANB
2020-09-14,INDIGO
2020-09-14,INDOCO
2020-09-14,INDUSINDBK
2020-09-14,INDUSTOWER
2020-09-14,INFIBEAM
2020-09-14,INFY
2020-09-14,INGERRAND
2020-09-14,INSILCO
2020-09-14,INTELLECT
2020-09-14,IOB
2020-09-14,IOC
2020-09-14,IONEXCHANG
2020-09-14,IPCALAB
2020-09-14,IPRINGS
2020-09-14,IRCON
2020-09-14,IRCTC
2020-09-14,ISMT
2020-09-14,ITC
2020-09-14,ITDC
2020-09-14,ITI
2020-09-14,ITIETF
2020-09-14,ITWSIGNO
2020-09-14,JAGRAN
2020-09-14,JAICORPLTD
2020-09-14,JBCHEPHARM
2020-09-14,JBMA
2020-09-14,JGCHEM
2020-09-14,JINDALPHOT
2020-09-14,JINDALSAW
2020-09-14,JINDALSTEL
2020-09-14,JKCEMENT
2020-09-14,JKPAPER
2020-09-14,JKTYRE
2020-09-14,JSL
2020-09-14,JTEKTINDIA
2020-09-14,JUBLFOOD
2020-09-14,JUBLINGRY
2020-09-14,KAJARIACER
2020-09-14,KANSAINER
2020-09-14,KARURVYSYA
2020-09-14,KARUTURI
2020-09-14,KEI
2020-09-14,KINETIC
2020-09-14,KMSUGAR
2020-09-14,KNRCON
2020-09-14,KOHINOOR
2020-09-14,KOTAKBANK
2020-09-14,KPEL
2020-09-14,KPITTECH
2020-09-14,KRBL
2020-09-14,KRISHNA
2020-09-14,KSB
2020-09-14,KTKBANK
2020-09-14,KUMARS
2020-09-14,LALPATHLAB
2020-09-14,LAOPALA
2020-09-14,LAURUSLABS
2020-09-14,LEMONTREE
2020-09-14,LICHSGFIN
2020-09-14,LINDEINDIA
2020-09-14,LT
2020-09-14,LTF
2020-09-14,LTTS
2020-09-14,LUPIN
2020-09-14,LUXIND
2020-09-14,M
2020-09-14,M&
2020-09-14,M&M
2020-09-14,MADURA
2020-09-14,MAFATIND
2020-09-14,MAHABANK
2020-09-14,MAHSCOOTER
2020-09-14,MAHSEAMLES
2020-09-14,MALWA
2020-09-14,MARICO
2020-09-14,MARUTI
2020-09-14,MASFIN
2020-09-14,MASTEK
2020-09-14,MATRIX
2020-09-14,MCX
2020-09-14,MERCK
2020-09-14,MERIND
2020-09-14,METROPOLIS
2020-09-14,MFSL
2020-09-14,MGL
2020-09-14,MIDHANI
2020-09-14,MODIXEROX
2020-09-14,MOREPENLAB
2020-09-14,MOTHERSON
2020-09-14,MOTHERSUMI
2020-09-14,MPHASIS
2020-09-14,MRF
2020-09-14,MRPL
2020-09-14,NAGARFERT
2020-09-14,NAHAR
2020-09-14,NAHARPOLY
2020-09-14,NAHARSPING
2020-09-14,NAM-INDIA
2020-09-14,NATCOPHARM
2020-09-14,NATIONAL
2020-09-14,NATIONALUM
2020-09-14,NAVA
2020-09-14,NAVINFLUOR
2020-09-14,NCC
2020-09-14,NESCO
2020-09-14,NESTLEIND
2020-09-14,NFL
2020-09-14,NH
2020-09-14,NIACL
2020-09-14,NILKAMAL
2020-09-14,NIRMA
2020-09-14,NITCO
2020-09-14,NLCINDIA
2020-09-14,NMDC
2020-09-14,NTPC
2020-09-14,OFSS
2020-09-14,OILCOUNTUB
2020-09-14,OLECTRA
2020-09-14,OMAXAUTO
2020-09-14,OMAXE
2020-09-14,ONELIFECAP
2020-09-14,ONGC
2020-09-14,ONIDA
2020-09-14,ORIENTCEM
2020-09-14,ORIENTELEC
2020-09-14,PATANJALI
2020-09-14,PATNI
2020-09-14,PATSPIN
2020-09-14,PCBL
2020-09-14,PDMJEPAPER
2020-09-14,PEL
2020-09-14,PENTAFOUR
2020-09-14,PENTAMEDIA
2020-09-14,PERSISTENT
2020-09-14,PETRONET
2020-09-14,PFIZER
2020-09-14,PGHL
2020-09-14,PHIL
2020-09-14,PHILIPS
2020-09-14,PHOENIX
2020-09-14,PIDILITIND
2020-09-14,PNB
2020-09-14,POLYCAB
2020-09-14,POLYMED
2020-09-14,POONAWALLA
2020-09-14,PRAJIND
2020-09-14,PREMIERENE
2020-09-14,PRESTIGE
2020-09-14,PSIDATA
2020-09-14,PUNJABCHEM
2020-09-14,PUNJTRACT
2020-09-14,QUESS
2020-09-14,RAASI
2020-09-14,RAIN
2020-09-14,RAJESHEXPO
2020-09-14,RALLIS
2020-09-14,RAMCOCEM
2020-09-14,RATNAMANI
2020-09-14,RAYMOND
2020-09-14,RBLBANK
2020-09-14,RCF
2020-09-14,RECKITT
2020-09-14,RECLTD
2020-09-14,REIAGRO
2020-09-14,RELAXO
2020-09-14,RELIANCE
2020-09-14,RELMEDIA
2020-09-14,RITES
2020-09-14,RPGTRANS
2020-09-14,RSWM
2020-09-14,RVNL
2020-09-14,SAIL
2020-09-14,SANGHI
2020-09-14,SANOFI
2020-09-14,SAREGAMA
2020-09-14,SBICARD
2020-09-14,SBILIFE
2020-09-14,SCHAEFFLER
2020-09-14,SCHENECT
2020-09-14,SCHNEIDER
2020-09-14,SCI
2020-09-14,SCILAL
2020-09-14,SEQUENT
2020-09-14,SESASTERL
2020-09-14,SESHAPAPER
2020-09-14,SFL
2020-09-14,SHAWWALLA
2020-09-14,SHOPERSTOP
2020-09-14,SHREECEM
2020-09-14,SHRIRAMFIN
2020-09-14,SHYAMTEL
2020-09-14,SIEMENS
2020-09-14,SIS
2020-09-14,SJVN
2020-09-14,SKFINDIA
2020-09-14,SKSMICRO
2020-09-14,SOLARINDS
2020-09-14,SONATSOFTW
2020-09-14,SOUTHBANK
2020-09-14,SPARC
2020-09-14,SPICEJET
2020-09-14,SRF
2020-09-14,STAR
2020-09-14,STARCEMENT
2020-09-14,STYROLUT
2020-09-14,SUMICHEM
2020-09-14,SUNDARMFIN
2020-09-14,SUNDRMFAST
2020-09-14,SUNPHARMA
2020-09-14,SUPRAJIT
2020-09-14,SUPREMEIND
2020-09-14,SWSOLAR
2020-09-14,SYMPHONY
2020-09-14,SYNGENE
2020-09-14,TAKE
2020-09-14,TATACOMM
2020-09-14,TATACONSUM
2020-09-14,TATAELXSI
2020-09-14,TATAINVEST
2020-09-14,TATAMETAL
2020-09-14,TATAMOTORS
2020-09-14,TATAPOWER
2020-09-14,TATASTEEL
2020-09-14,TCIEXP
2020-09-14,TCNSCLOTH
2020-09-14,TCS
2020-09-14,TEAMLEASE
2020-09-14,THERMAX
2020-09-14,THIRU
2020-09-14,THYROCARE
2020-09-14,TIINDIA
2020-09-14,TIMETECHNO
2020-09-14,TIMEX
2020-09-14,TIMKEN
2020-09-14,TITAN
2020-09-14,TMCV
2020-09-14,TORNTPHARM
2020-09-14,TORNTPOWER
2020-09-14,TRANSPEK
2020-09-14,TRENT
2020-09-14,TRIDENT
2020-09-14,TTKPRESTIG
2020-09-14,TVTODAY
2020-09-14,UBL
2020-09-14,UCALFUEL
2020-09-14,UFLEX
2020-09-14,UJJIVAN
2020-09-14,ULTRACEMCO
2020-09-14,UNIONBANK
2020-09-14,UNOMINDA
2020-09-14,URBANCO
2020-09-14,VARROC
2020-09-14,VARUN
2020-09-14,VBL
2020-09-14,VENKEYS
2020-09-14,VESUVIUS
2020-09-14,VISHAL
2020-09-14,VMART
2020-09-14,VOLTAS
2020-09-14,VTL
2020-09-14,WELENT
2020-09-14,WESTLIFE
2020-09-14,WIDIA
2020-09-14,WIMCO
2020-09-14,WINDMACH
2020-09-14,WIPRO
2020-09-14,WOCKPHARMA
2020-09-14,WSI
2020-09-14,WSTCSTPAPR
2020-09-14,ZENSARTECH
2020-09-14,ZYDUSWELL
2020-09-30,3MINDIA
2020-09-30,AARTIIND
2020-09-30,AAVAS
2020-09-30,ABB
2020-09-30,ABBOTINDIA
2020-09-30,ABCAPITAL
2020-09-30,ABREL
2020-09-30,ACC
2020-09-30,ADANIENSOL
2020-09-30,ADANIPOWER
2020-09-30,ADVENZYMES
2020-09-30,AEGISLOG
2020-09-30,AFFLE
2020-09-30,AGCNETWO
2020-09-30,AIAENG
2020-09-30,AKZOINDIA
2020-09-30,ALKEM
2020-09-30,ALLCARGO
2020-09-30,ALTOS
2020-09-30,AMBALAL
2020-09-30,AMBER
2020-09-30,AMBUJACEM
2020-09-30,APLAPOLLO
2020-09-30,APOLLOHOSP
2020-09-30,APOLLOTYRE
2020-09-30,APPAPER
2020-09-30,APPLE
2020-09-30,ARVIND
2020-09-30,ASHOKLEY
2020-09-30,ASIANPAINT
2020-09-30,ASTERDM
2020-09-30,ASTRAZENCA
2020-09-30,ATGL
2020-09-30,ATUL
2020-09-30,ATULAUTO
2020-09-30,AUBANK
2020-09-30,AVANTIFEED
2020-09-30,AVERY
2020-09-30,AXISBANK
2020-09-30,BAJAJ
2020-09-30,BAJAJ-AUTO
2020-09-30,BAJAJHLDNG
2020-09-30,BAJFINANCE
2020-09-30,BALMLAWRIE
2020-09-30,BALRAMCHIN
2020-09-30,BANKBARODA
2020-09-30,BASF
2020-09-30,BATAINDIA
2020-09-30,BAYERCROP
2020-09-30,BBTC
2020-09-30,BDL
2020-09-30,BEL
2020-09-30,BEML
2020-09-30,BERGEPAINT
2020-09-30,BHARATFORG
2020-09-30,BHARTIARTL
2020-09-30,BHEL
2020-09-30,BI
2020-09-30,BIOCON
2020-09-30,BIRLACORPN
2020-09-30,BLISSGVS
2020-09-30,BLUEDART
2020-09-30,BLUESTARCO
2020-09-30,BOMDYEING
2020-09-30,BOSCH-HCIL
2020-09-30,BOSCHLTD
2020-09-30,BPCL
2020-09-30,BRIGADE
2020-09-30,BRITANNIA
2020-09-30,BSE
2020-09-30,BSOFT
2020-09-30,CABLE
2020-09-30,CANBK
2020-09-30,CANFINHOME
2020-09-30,CAPLIN
2020-09-30,CASTROLIND
2020-09-30,CCL
2020-09-30,CDSL
2020-09-30,CEATLTD
2020-09-30,CENTRALBK
2020-09-30,CENTURYTEX
2020-09-30,CERA
2020-09-30,CESC
2020-09-30,CGCL
2020-09-30,CHAMBLFERT
2020-09-30,CHEMINOR
2020-09-30,CHENNPETRO
2020-09-30,CHETTINAD
2020-09-30,CHOLAFIN
2020-09-30,CHOLAHLDNG
2020-09-30,CIPLA
2020-09-30,CMC
2020-09-30,COALINDIA
2020-09-30,COCHINSHIP
2020-09-30,COFORGE
2020-09-30,COLPAL
2020-09-30,CONCOR
2020-09-30,CONSOFINVT
2020-09-30,COROMANDEL
2020-09-30,CREDITACC
2020-09-30,CRISIL
2020-09-30,CROMPTON
2020-09-30,CSBBANK
2020-09-30,CUB
2020-09-30,CUMMINSIND
2020-09-30,CYBERTECH
2020-09-30,DABUR
2020-09-30,DALMIASUG
2020-09-30,DBCORP
2020-09-30,DBL
2020-09-30,DCAL
2020-09-30,DCLPOLYE
2020-09-30,DCW
2020-09-30,DEEPAKFERT
2020-09-30,DEEPAKNTR
2020-09-30,DHAMPURSUG
2020-09-30,DICIND
2020-09-30,DIGJAMLMTD
2020-09-30,DISHTV
2020-09-30,DLF
2020-09-30,DMART
2020-09-30,DRREDDY
2020-09-30,DSQSOFTW
2020-09-30,ECLERX
2020-09-30,EICHERMOT
2020-09-30,EIDPARRY
2020-09-30,EIHOTEL
2020-09-30,ELECON
2020-09-30,ELGIEQUIP
2020-09-30,ELGIRUBCO
2020-09-30,ENDURANCE
2020-09-30,ENERGY
2020-09-30,ENGINERSIN
2020-09-30,ERIS
2020-09-30,ESABINDIA
2020-09-30,ESCORTS
2020-09-30,ESSAR
2020-09-30,EXCELINDUS
2020-09-30,EXIDEIND
2020-09-30,FACT
2020-09-30,FDC
2020-09-30,FEDERALBNK
2020-09-30,FINCABLES
2020-09-30,FLUOROCHEM
2020-09-30,FORTIS
2020-09-30,FOSECOIND
2020-09-30,FULFORD
2020-09-30,GAEL
2020-09-30,GAIL
2020-09-30,GALAXYSURF
2020-09-30,GANESHBE
2020-09-30,GARDEN
2020-09-30,GARWARE
2020-09-30,GESHIP
2020-09-30,GHCL
2020-09-30,GICRE
2020-09-30,GILLETTE
2020-09-30,GLAXO
2020-09-30,GLENMARK
2020-09-30,GLFL
2020-09-30,GMDCLTD
2020-09-30,GMMPFAUDLR
2020-09-30,GNFC
2020-09-30,GODFRYPHLP
2020-09-30,GODREJAGRO
2020-09-30,GODREJCP
2020-09-30,GODREJIND
2020-09-30,GOKEX
2020-09-30,GOODRICKE
2020-09-30,GOODYEAR
2020-09-30,GPPL
2020-09-30,GRANULES
2020-09-30,GRAPHITE
2020-09-30,GRASIM
2020-09-30,GREAVESCOT
2020-09-30,GRINDWELL
2020-09-30,GSFC
2020-09-30,GSPL
2020-09-30,GUJALKALI
2020-09-30,GUJGASLTD
2020-09-30,GVT&D
2020-09-30,HAL
2020-09-30,HARRMALAYA
2020-09-30,HATHWAY
2020-09-30,HATSUN
2020-09-30,HAVELLS
2020-09-30,HCLTECH
2020-09-30,HDFC
2020-09-30,HDFCAMC
2020-09-30,HDFCBANK
2020-09-30,HDFCLIFE
2020-09-30,HEALTHCARE
2020-09-30,HEG
2020-09-30,HEIDELBERG
2020-09-30,HERBERTS
2020-09-30,HERITGFOOD
2020-09-30,HEROMOTOCO
2020-09-30,HEXT
2020-09-30,HIMACHAL
2020-09-30,HIMATSEIDE
2020-09-30,HINDALCO
2020-09-30,HINDCOPPER
2020-09-30,HINDPETRO
2020-09-30,HINDSYNTEX
2020-09-30,HINDUNILVR
2020-09-30,HINDUSTAN
2020-09-30,HINDZINC
2020-09-30,HOGANAS
2020-09-30,HONAUT
2020-09-30,HSCL
2020-09-30,HUBTOWN
2020-09-30,IBREALEST
2020-09-30,IBVENTURES
2020-09-30,ICICI
2020-09-30,ICICIBANK
2020-09-30,ICICIGI
2020-09-30,ICICIPRULI
2020-09-30,ICRA
2020-09-30,IDBI
2020-09-30,IDFCFIRSTB
2020-09-30,IFBIND
2020-09-30,IFCI
2020-09-30,IGL
2020-09-30,IIFL
2020-09-30,INDHOTEL
2020-09-30,INDIACEM
2020-09-30,INDIAGLYCO
2020-09-30,INDIAMART
2020-09-30,INDIANB
2020-09-30,INDIGO
2020-09-30,INDOCO
2020-09-30,INDUSINDBK
2020-09-30,INDUSTOWER
2020-09-30,INFIBEAM
2020-09-30,INFY
2020-09-30,INGERRAND
2020-09-30,INSILCO
2020-09-30,INTELLECT
2020-09-30,IOB
2020-09-30,IOC
2020-09-30,IONEXCHANG
2020-09-30,IPCALAB
2020-09-30,IPRINGS
2020-09-30,IRCON
2020-09-30,IRCTC
2020-09-30,ISMT
2020-09-30,ITC
2020-09-30,ITDC
2020-09-30,ITI
2020-09-30,ITIETF
2020-09-30,ITWSIGNO
2020-09-30,JAGRAN
2020-09-30,JAICORPLTD
2020-09-30,JBCHEPHARM
2020-09-30,JBMA
2020-09-30,JGCHEM
2020-09-30,JINDALPHOT
2020-09-30,JINDALSAW
2020-09-30,JINDALSTEL
2020-09-30,JKCEMENT
2020-09-30,JKPAPER
2020-09-30,JKTYRE
2020-09-30,JSL
2020-09-30,JUBLFOOD
2020-09-30,JUBLINGRY
2020-09-30,KAJARIACER
2020-09-30,KANSAINER
2020-09-30,KARURVYSYA
2020-09-30,KARUTURI
2020-09-30,KEI
2020-09-30,KINETIC
2020-09-30,KMSUGAR
2020-09-30,KNRCON
2020-09-30,KOHINOOR
2020-09-30,KOTAKBANK
2020-09-30,KPEL
2020-09-30,KPITTECH
2020-09-30,KRBL
2020-09-30,KRISHNA
2020-09-30,KSB
2020-09-30,KTKBANK
2020-09-30,KUMARS
2020-09-30,LALPATHLAB
2020-09-30,LAOPALA
2020-09-30,LAURUSLABS
2020-09-30,LEMONTREE
2020-09-30,LICHSGFIN
2020-09-30,LINDEINDIA
2020-09-30,LT
2020-09-30,LTF
2020-09-30,LTTS
2020-09-30,LUPIN
2020-09-30,LUXIND
2020-09-30,M
2020-09-30,M&
2020-09-30,M&M
2020-09-30,MADURA
2020-09-30,MAFATIND
2020-09-30,MAHABANK
2020-09-30,MAHSCOOTER
2020-09-30,MAHSEAMLES
2020-09-30,MALWA
2020-09-30,MARICO
2020-09-30,MARUTI
2020-09-30,MASFIN
2020-09-30,MASTEK
2020-09-30,MATRIX
2020-09-30,MCX
2020-09-30,MERCK
2020-09-30,MERIND
2020-09-30,METROPOLIS
2020-09-30,MFSL
2020-09-30,MGL
2020-09-30,MIDHANI
2020-09-30,MODIXEROX
2020-09-30,MOREPENLAB
2020-09-30,MOTHERSON
2020-09-30,MOTHERSUMI
2020-09-30,MPHASIS
2020-09-30,MRF
2020-09-30,MRPL
2020-09-30,NAGARFERT
2020-09-30,NAHAR
2020-09-30,NAHARPOLY
2020-09-30,NAHARSPING
2020-09-30,NAM-INDIA
2020-09-30,NATCOPHARM
2020-09-30,NATIONAL
2020-09-30,NATIONALUM
2020-09-30,NAVA
2020-09-30,NAVINFLUOR
2020-09-30,NCC
2020-09-30,NESCO
2020-09-30,NESTLEIND
2020-09-30,NFL
2020-09-30,NH
2020-09-30,NIACL
2020-09-30,NILKAMAL
2020-09-30,NIRMA
2020-09-30,NITCO
2020-09-30,NLCINDIA
2020-09-30,NMDC
2020-09-30,NTPC
2020-09-30,OFSS
2020-09-30,OILCOUNTUB
2020-09-30,OLECTRA
2020-09-30,OMAXAUTO
2020-09-30,OMAXE
2020-09-30,ONELIFECAP
2020-09-30,ONGC
2020-09-30,ONIDA
2020-09-30,ORIENTCEM
2020-09-30,ORIENTELEC
2020-09-30,PATANJALI
2020-09-30,PATNI
2020-09-30,PATSPIN
2020-09-30,PCBL
2020-09-30,PDMJEPAPER
2020-09-30,PEL
2020-09-30,PENTAFOUR
2020-09-30,PENTAMEDIA
2020-09-30,PERSISTENT
2020-09-30,PETRONET
2020-09-30,PFIZER
2020-09-30,PGHL
2020-09-30,PHIL
2020-09-30,PHILIPS
2020-09-30,PHOENIX
2020-09-30,PIDILITIND
2020-09-30,PNB
2020-09-30,POLYCAB
2020-09-30,POLYMED
2020-09-30,POONAWALLA
2020-09-30,PRAJIND
2020-09-30,PREMIERENE
2020-09-30,PRESTIGE
2020-09-30,PSIDATA
2020-09-30,PUNJABCHEM
2020-09-30,PUNJTRACT
2020-09-30,QUESS
2020-09-30,RAASI
2020-09-30,RAIN
2020-09-30,RAJESHEXPO
2020-09-30,RALLIS
2020-09-30,RAMCOCEM
2020-09-30,RATNAMANI
2020-09-30,RAYMOND
2020-09-30,RBLBANK
2020-09-30,RCF
2020-09-30,RECKITT
2020-09-30,RECLTD
2020-09-30,REIAGRO
2020-09-30,RELAXO
2020-09-30,RELIANCE
2020-09-30,RELMEDIA
2020-09-30,RITES
2020-09-30,ROSSARI
2020-09-30,ROUTE
2020-09-30,RPGTRANS
2020-09-30,RSWM
2020-09-30,RVNL
2020-09-30,SAIL
2020-09-30,SANGHI
2020-09-30,SANOFI
2020-09-30,SAREGAMA
2020-09-30,SBICARD
2020-09-30,SBILIFE
2020-09-30,SCHAEFFLER
2020-09-30,SCHENECT
2020-09-30,SCHNEIDER
2020-09-30,SCI
2020-09-30,SCILAL
2020-09-30,SEQUENT
2020-09-30,SESASTERL
2020-09-30,SESHAPAPER
2020-09-30,SFL
2020-09-30,SHAWWALLA
2020-09-30,SHOPERSTOP
2020-09-30,SHREECEM
2020-09-30,SHRIRAMFIN
2020-09-30,SHYAMTEL
2020-09-30,SIEMENS
2020-09-30,SIS
2020-09-30,SJVN
2020-09-30,SKFINDIA
2020-09-30,SKSMICRO
2020-09-30,SOLARINDS
2020-09-30,SONATSOFTW
2020-09-30,SOUTHBANK
2020-09-30,SPARC
2020-09-30,SPICEJET
2020-09-30,SRF
2020-09-30,STAR
2020-09-30,STARCEMENT
2020-09-30,STYROLUT
2020-09-30,SUMICHEM
2020-09-30,SUNDARMFIN
2020-09-30,SUNDRMFAST
2020-09-30,SUNPHARMA
2020-09-30,SUPRAJIT
2020-09-30,SUPREMEIND
2020-09-30,SWSOLAR
2020-09-30,SYMPHONY
2020-09-30,SYNGENE
2020-09-30,TAKE
2020-09-30,TATACOMM
2020-09-30,TATACONSUM
2020-09-30,TATAELXSI
2020-09-30,TATAINVEST
2020-09-30,TATAMETAL
2020-09-30,TATAMOTORS
2020-09-30,TATAPOWER
2020-09-30,TATASTEEL
2020-09-30,TCIEXP
